2026/08/12 15:43:32.574, 417.61 W, 2377 MHz, 55
2026/08/12 15:43:33.077, 204.15 W, 2422 MHz, 53
2026/08/12 15:43:33.577, 91.64 W, 2422 MHz, 52
2026/08/12 15:43:34.077, 89.80 W, 2422 MHz, 52
2026/08/12 15:43:34.578, 89.38 W, 2422 MHz, 51
2026/08/12 15:43:35.078, 88.92 W, 2422 MHz, 50
2026/08/12 15:43:35.578, 88.41 W, 2422 MHz, 50
2026/08/12 15:43:36.078, 87.86 W, 2422 MHz, 49
2026/08/12 15:43:36.578, 87.59 W, 2422 MHz, 49
2026/08/12 15:43:37.078, 96.93 W, 2422 MHz, 48
2026/08/12 15:43:37.579, 183.01 W, 2422 MHz, 55
2026/08/12 15:43:38.079, 322.13 W, 2400 MHz, 54
2026/08/12 15:43:38.579, 504.07 W, 2362 MHz, 63
2026/08/12 15:43:39.079, 571.89 W, 2332 MHz, 63
2026/08/12 15:43:39.579, 602.91 W, 2325 MHz, 63
2026/08/12 15:43:40.079, 600.26 W, 2325 MHz, 63
2026/08/12 15:43:40.579, 600.21 W, 2325 MHz, 64
2026/08/12 15:43:41.080, 565.35 W, 2377 MHz, 64
2026/08/12 15:43:41.580, 566.67 W, 2325 MHz, 64
2026/08/12 15:43:42.080, 601.49 W, 2325 MHz, 64
2026/08/12 15:43:42.580, 600.44 W, 2325 MHz, 64
2026/08/12 15:43:43.080, 600.15 W, 2325 MHz, 64
2026/08/12 15:43:43.580, 595.46 W, 2325 MHz, 62
2026/08/12 15:43:44.080, 606.65 W, 2355 MHz, 64
2026/08/12 15:43:44.580, 606.21 W, 2325 MHz, 64
2026/08/12 15:43:45.081, 600.08 W, 2325 MHz, 65
2026/08/12 15:43:45.581, 599.91 W, 2325 MHz, 65
2026/08/12 15:43:46.081, 599.68 W, 2325 MHz, 65
2026/08/12 15:43:46.581, 607.47 W, 2347 MHz, 65
2026/08/12 15:43:47.081, 611.59 W, 2332 MHz, 65
2026/08/12 15:43:47.581, 608.07 W, 2325 MHz, 65
2026/08/12 15:43:48.081, 600.16 W, 2317 MHz, 65
2026/08/12 15:43:48.581, 599.88 W, 2325 MHz, 65
2026/08/12 15:43:49.082, 599.60 W, 2317 MHz, 65
2026/08/12 15:43:49.582, 579.45 W, 2377 MHz, 66
2026/08/12 15:43:50.082, 582.76 W, 2325 MHz, 65
2026/08/12 15:43:50.582, 601.29 W, 2317 MHz, 65
2026/08/12 15:43:51.082, 600.07 W, 2317 MHz, 66
2026/08/12 15:43:51.582, 600.13 W, 2317 MHz, 66
2026/08/12 15:43:52.082, 600.04 W, 2317 MHz, 66
2026/08/12 15:43:52.582, 611.87 W, 2362 MHz, 66
2026/08/12 15:43:53.083, 612.49 W, 2317 MHz, 66
2026/08/12 15:43:53.583, 600.56 W, 2317 MHz, 66
2026/08/12 15:43:54.083, 599.94 W, 2317 MHz, 66
2026/08/12 15:43:54.583, 599.99 W, 2317 MHz, 66
2026/08/12 15:43:55.083, 579.71 W, 2317 MHz, 65
2026/08/12 15:43:55.583, 588.66 W, 2347 MHz, 66
2026/08/12 15:43:56.083, 612.17 W, 2317 MHz, 66
2026/08/12 15:43:56.583, 600.05 W, 2317 MHz, 66
2026/08/12 15:43:57.084, 578.77 W, 2355 MHz, 67
2026/08/12 15:43:57.584, 581.34 W, 2332 MHz, 66
2026/08/12 15:43:58.084, 612.17 W, 2347 MHz, 67
2026/08/12 15:43:58.584, 612.93 W, 2332 MHz, 66
2026/08/12 15:43:59.084, 608.13 W, 2317 MHz, 66
2026/08/12 15:43:59.584, 600.10 W, 2317 MHz, 66
2026/08/12 15:44:00.084, 600.24 W, 2317 MHz, 66
2026/08/12 15:44:00.584, 600.08 W, 2317 MHz, 66
2026/08/12 15:44:01.085, 569.66 W, 2377 MHz, 67
2026/08/12 15:44:01.585, 571.10 W, 2317 MHz, 66
2026/08/12 15:44:02.085, 601.87 W, 2317 MHz, 66
2026/08/12 15:44:02.585, 600.25 W, 2317 MHz, 67
2026/08/12 15:44:03.085, 599.96 W, 2317 MHz, 67
2026/08/12 15:44:03.585, 599.85 W, 2317 MHz, 67
2026/08/12 15:44:04.085, 598.61 W, 2370 MHz, 67
2026/08/12 15:44:04.585, 599.27 W, 2317 MHz, 67
2026/08/12 15:44:05.086, 600.66 W, 2317 MHz, 67
2026/08/12 15:44:05.586, 599.83 W, 2317 MHz, 67
2026/08/12 15:44:06.086, 599.82 W, 2317 MHz, 67
2026/08/12 15:44:06.586, 604.14 W, 2317 MHz, 67
2026/08/12 15:44:07.086, 611.58 W, 2340 MHz, 67
2026/08/12 15:44:07.586, 611.45 W, 2317 MHz, 67
2026/08/12 15:44:08.086, 600.03 W, 2317 MHz, 67
2026/08/12 15:44:08.587, 600.08 W, 2317 MHz, 67
2026/08/12 15:44:09.087, 599.95 W, 2317 MHz, 67
2026/08/12 15:44:09.587, 580.03 W, 2347 MHz, 68
2026/08/12 15:44:10.087, 583.20 W, 2325 MHz, 67
2026/08/12 15:44:10.587, 603.29 W, 2317 MHz, 67
2026/08/12 15:44:11.087, 599.82 W, 2317 MHz, 67
2026/08/12 15:44:11.587, 600.11 W, 2317 MHz, 67
2026/08/12 15:44:12.088, 600.09 W, 2317 MHz, 67
2026/08/12 15:44:12.588, 603.93 W, 2377 MHz, 68
2026/08/12 15:44:13.088, 605.05 W, 2317 MHz, 67
2026/08/12 15:44:13.588, 603.21 W, 2317 MHz, 67
2026/08/12 15:44:14.088, 599.77 W, 2310 MHz, 67
2026/08/12 15:44:14.589, 599.84 W, 2317 MHz, 67
2026/08/12 15:44:15.089, 600.03 W, 2317 MHz, 67
2026/08/12 15:44:15.589, 612.07 W, 2362 MHz, 68
2026/08/12 15:44:16.089, 617.87 W, 2317 MHz, 67
2026/08/12 15:44:16.589, 613.32 W, 2340 MHz, 67
2026/08/12 15:44:17.089, 613.04 W, 2310 MHz, 67
2026/08/12 15:44:17.589, 600.29 W, 2317 MHz, 67
2026/08/12 15:44:18.089, 605.09 W, 2317 MHz, 68
2026/08/12 15:44:18.590, 611.87 W, 2332 MHz, 68
2026/08/12 15:44:19.090, 611.82 W, 2317 MHz, 67
2026/08/12 15:44:19.590, 600.23 W, 2317 MHz, 67
2026/08/12 15:44:20.090, 599.93 W, 2317 MHz, 67
2026/08/12 15:44:20.590, 599.95 W, 2310 MHz, 67
2026/08/12 15:44:21.090, 563.18 W, 2347 MHz, 68
2026/08/12 15:44:21.590, 567.03 W, 2317 MHz, 67
2026/08/12 15:44:22.090, 606.61 W, 2310 MHz, 68
2026/08/12 15:44:22.591, 599.88 W, 2310 MHz, 67
2026/08/12 15:44:23.091, 600.05 W, 2310 MHz, 68
2026/08/12 15:44:23.591, 600.02 W, 2310 MHz, 68
2026/08/12 15:44:24.091, 608.97 W, 2385 MHz, 68
2026/08/12 15:44:24.591, 609.37 W, 2317 MHz, 68
2026/08/12 15:44:25.091, 600.85 W, 2310 MHz, 68
2026/08/12 15:44:25.591, 600.25 W, 2310 MHz, 68
2026/08/12 15:44:26.092, 600.21 W, 2310 MHz, 68
2026/08/12 15:44:26.592, 600.46 W, 2317 MHz, 68
2026/08/12 15:44:27.092, 613.42 W, 2355 MHz, 68
2026/08/12 15:44:27.592, 611.96 W, 2310 MHz, 68
2026/08/12 15:44:28.092, 599.98 W, 2310 MHz, 68
2026/08/12 15:44:28.592, 599.90 W, 2317 MHz, 68
2026/08/12 15:44:29.092, 599.72 W, 2310 MHz, 68
2026/08/12 15:44:29.592, 561.23 W, 2317 MHz, 68
2026/08/12 15:44:30.093, 568.89 W, 2332 MHz, 68
2026/08/12 15:44:30.593, 611.60 W, 2310 MHz, 68
2026/08/12 15:44:31.093, 600.32 W, 2310 MHz, 68
2026/08/12 15:44:31.593, 600.16 W, 2310 MHz, 68
2026/08/12 15:44:32.093, 599.92 W, 2310 MHz, 68
2026/08/12 15:44:32.593, 606.52 W, 2355 MHz, 68
2026/08/12 15:44:33.093, 607.96 W, 2317 MHz, 68
2026/08/12 15:44:33.593, 602.25 W, 2310 MHz, 68
2026/08/12 15:44:34.094, 600.21 W, 2310 MHz, 68
2026/08/12 15:44:34.594, 600.03 W, 2310 MHz, 68
2026/08/12 15:44:35.094, 599.96 W, 2310 MHz, 67
