2026/08/12 15:41:19.439, 195.92 W, 2092 MHz, 41
2026/08/12 15:41:19.942, 139.42 W, 2092 MHz, 39
2026/08/12 15:41:20.442, 79.67 W, 2092 MHz, 39
2026/08/12 15:41:20.942, 76.98 W, 2092 MHz, 39
2026/08/12 15:41:21.442, 76.70 W, 2092 MHz, 38
2026/08/12 15:41:21.943, 76.48 W, 2092 MHz, 38
2026/08/12 15:41:22.443, 76.53 W, 2092 MHz, 38
2026/08/12 15:41:22.943, 76.74 W, 2092 MHz, 38
2026/08/12 15:41:23.443, 76.67 W, 2092 MHz, 38
2026/08/12 15:41:23.943, 76.63 W, 2092 MHz, 38
2026/08/12 15:41:24.443, 152.52 W, 2085 MHz, 40
2026/08/12 15:41:24.944, 247.29 W, 2085 MHz, 41
2026/08/12 15:41:25.444, 329.38 W, 2085 MHz, 49
2026/08/12 15:41:25.944, 409.93 W, 2085 MHz, 50
2026/08/12 15:41:26.444, 443.28 W, 2085 MHz, 50
2026/08/12 15:41:26.944, 443.69 W, 2085 MHz, 51
2026/08/12 15:41:27.444, 443.99 W, 2085 MHz, 51
2026/08/12 15:41:27.945, 429.60 W, 2085 MHz, 51
2026/08/12 15:41:28.445, 428.46 W, 2085 MHz, 51
2026/08/12 15:41:28.945, 444.89 W, 2085 MHz, 52
2026/08/12 15:41:29.445, 445.28 W, 2085 MHz, 52
2026/08/12 15:41:29.945, 445.55 W, 2085 MHz, 52
2026/08/12 15:41:30.446, 445.95 W, 2085 MHz, 53
2026/08/12 15:41:30.946, 446.36 W, 2085 MHz, 53
2026/08/12 15:41:31.446, 431.54 W, 2085 MHz, 53
2026/08/12 15:41:31.946, 433.18 W, 2085 MHz, 53
2026/08/12 15:41:32.446, 447.32 W, 2085 MHz, 54
2026/08/12 15:41:32.946, 447.39 W, 2085 MHz, 54
2026/08/12 15:41:33.447, 447.62 W, 2085 MHz, 54
2026/08/12 15:41:33.947, 447.84 W, 2085 MHz, 54
2026/08/12 15:41:34.447, 430.00 W, 2085 MHz, 54
2026/08/12 15:41:34.947, 429.77 W, 2077 MHz, 54
2026/08/12 15:41:35.447, 444.02 W, 2077 MHz, 55
2026/08/12 15:41:35.947, 444.60 W, 2077 MHz, 55
2026/08/12 15:41:36.448, 444.46 W, 2077 MHz, 55
2026/08/12 15:41:36.948, 444.56 W, 2077 MHz, 55
2026/08/12 15:41:37.448, 421.31 W, 2085 MHz, 52
2026/08/12 15:41:37.948, 423.08 W, 2077 MHz, 56
2026/08/12 15:41:38.448, 422.70 W, 2077 MHz, 56
2026/08/12 15:41:38.948, 444.56 W, 2077 MHz, 56
2026/08/12 15:41:39.448, 445.18 W, 2077 MHz, 56
2026/08/12 15:41:39.948, 445.03 W, 2077 MHz, 56
2026/08/12 15:41:40.449, 444.84 W, 2077 MHz, 57
2026/08/12 15:41:40.949, 415.39 W, 2085 MHz, 57
2026/08/12 15:41:41.449, 415.76 W, 2077 MHz, 57
2026/08/12 15:41:41.949, 445.98 W, 2077 MHz, 57
2026/08/12 15:41:42.449, 445.89 W, 2077 MHz, 57
2026/08/12 15:41:42.949, 446.07 W, 2077 MHz, 57
2026/08/12 15:41:43.449, 446.50 W, 2077 MHz, 57
2026/08/12 15:41:43.950, 419.63 W, 2085 MHz, 57
2026/08/12 15:41:44.450, 419.67 W, 2077 MHz, 58
2026/08/12 15:41:44.950, 446.93 W, 2077 MHz, 58
2026/08/12 15:41:45.450, 446.95 W, 2077 MHz, 58
2026/08/12 15:41:45.950, 426.44 W, 2077 MHz, 54
2026/08/12 15:41:46.450, 426.91 W, 2077 MHz, 58
2026/08/12 15:41:46.951, 428.59 W, 2077 MHz, 58
2026/08/12 15:41:47.451, 447.02 W, 2085 MHz, 58
2026/08/12 15:41:47.951, 447.71 W, 2077 MHz, 58
2026/08/12 15:41:48.451, 448.23 W, 2077 MHz, 58
2026/08/12 15:41:48.951, 448.21 W, 2077 MHz, 58
